"BZ3 Nonlinear Vehicle Dynamics Simulation Constant Steer Ramp Speed Test  WB=2745 mm"
"TIME, sec";"SPEED, kph";"YAWVEL, deg/sec";                 ;
7.360    ;46.495   ;6.092     
7.370    ;46.531   ;6.096     
7.380    ;46.567   ;6.099     
7.390    ;46.603   ;6.103     
7.400    ;46.639   ;6.107     
7.410    ;46.675   ;6.110     
7.420    ;46.711   ;6.114     
7.430    ;46.747   ;6.118     
7.440    ;46.783   ;6.121     
7.450    ;46.819   ;6.125     
7.460    ;46.855   ;6.129     
7.470    ;46.891   ;6.133     
7.480    ;46.927   ;6.136     
7.490    ;46.963   ;6.140     
7.500    ;46.999   ;6.144     
7.510    ;47.035   ;6.147     
7.520    ;47.071   ;6.151     
7.530    ;47.107   ;6.155     
7.540    ;47.143   ;6.158     
7.550    ;47.179   ;6.162     
7.560    ;47.215   ;6.166     
7.570    ;47.251   ;6.169     
7.580    ;47.287   ;6.173     
7.590    ;47.323   ;6.177     
7.600    ;47.359   ;6.180     
7.610    ;47.395   ;6.184     
7.620    ;47.431   ;6.188     
7.630    ;47.467   ;6.191     
7.640    ;47.503   ;6.195     
7.650    ;47.539   ;6.199     
7.660    ;47.575   ;6.202     
7.670    ;47.611   ;6.206     
7.680    ;47.647   ;6.210     
7.690    ;47.683   ;6.213     
7.700    ;47.719   ;6.217     
7.710    ;47.755   ;6.221     
7.720    ;47.791   ;6.224     
7.730    ;47.827   ;6.228     
7.740    ;47.863   ;6.231     
7.750    ;47.899   ;6.235     
7.760    ;47.935   ;6.239     
7.770    ;47.971   ;6.242     
7.780    ;48.007   ;6.246     
7.790    ;48.043   ;6.250     
7.800    ;48.079   ;6.253     
7.810    ;48.115   ;6.257     
